number,value,params_dino_pipeline_clustering_clusterer_method,params_dino_pipeline_clustering_feature_processing_normalizer_method,params_dino_pipeline_clustering_k_selection_method,params_extractors_dino_v2_layer_name,params_extractors_resnet_layer_name,params_heuristic_settings_filter_params_filter_min_area_perc,params_heuristic_settings_generator_params_points_per_side,params_heuristic_settings_generator_params_pred_iou_thresh,params_heuristic_settings_generator_params_stability_score_thresh,params_heuristic_settings_k_heuristic_formulas_semantic_scale_factor,params_heuristic_settings_k_heuristic_formulas_structural_multiplier,params_resnet_pipeline_clustering_clusterer_method,params_resnet_pipeline_clustering_feature_processing_normalizer_method,params_resnet_pipeline_clustering_k_selection_method,params_resnet_pipeline_image_preprocessing_use_gaussian_blur,params_run_dino_pipeline,params_run_resnet_pipeline,params_validator_settings_semantic_threshold,params_validator_settings_structural_threshold,params_validator_settings_weights_clip_confidence,params_validator_settings_weights_dino_iou,params_validator_settings_weights_resnet_iou,state,user_attrs_avg_dino_iou,user_attrs_avg_resnet_iou,user_attrs_best_clip_confidence_any,user_attrs_best_dino_iou,user_attrs_best_resnet_iou,user_attrs_error,user_attrs_k_semantic_used,user_attrs_k_structural_used,user_attrs_max_clip_confidence,user_attrs_num_correct_segments,user_attrs_num_sam_masks,user_attrs_value
281,0.0,kmeans,root-norm,silhouette,blocks.7,layer2,0.007210723813220056,8,0.8716193032255087,0.9784430053656232,0.6890997984690457,2.778458878247806,graph,root-norm,silhouette,False,True,False,0.6886254942252757,0.6690884477359804,0.4917511499779228,0.16040046941464042,0.20089190533330548,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
280,0.0,graph,root-norm,heuristic,blocks.11,layer1,0.001438914916399237,32,0.9338220409722456,0.9760637546180448,1.1657571923035068,2.915600238583886,graph,l2,heuristic,True,True,True,0.640627682954946,0.4137877715759466,0.026290380337725062,0.78596962844995,0.3110408234480395,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
279,0.0,graph,root-norm,heuristic,blocks.7,layer3,0.009817700677152793,32,0.9640066184449819,0.9471490358386687,0.786278288347055,2.6602562505527385,graph,l2,silhouette,False,False,True,0.4732283512349853,0.529628084499418,0.7826310706072264,0.4570857889960579,0.5878917937721854,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
278,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.0023612841633528195,32,0.9120229642817176,0.916821189196368,0.8132109086769101,1.8639189137311745,kmeans,root-norm,silhouette,False,True,False,0.6306732381420144,0.7451346299871068,0.647664996124215,0.5578585264769546,0.2713326422119232,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
277,0.0,graph,root-norm,heuristic,blocks.7,layer2,0.004557761872357021,16,0.8775140631093507,0.9547304370260112,1.0831071369550935,2.2293765752660413,graph,l2,silhouette,True,False,True,0.4120614441959952,0.4237703216268642,0.9988267802093003,0.5139974961138132,0.1417923042105225,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
276,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.0019223088962731696,32,0.9078175380802248,0.9350588913241749,0.8779548898356806,2.84602338397367,graph,root-norm,heuristic,False,True,False,0.6625254362244927,0.46571007860328795,0.7391670778098516,0.9129548712064242,0.6203802230310927,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
275,0.0,graph,root-norm,heuristic,blocks.11,layer1,0.0028900374614288194,8,0.9799235750330785,0.9743278076317212,0.838146282147032,2.538712290803612,graph,l2,silhouette,True,False,True,0.4380673758413261,0.501045643235413,0.618273574872582,0.33962773447141,0.3617812155277385,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
274,0.0,graph,l2,heuristic,blocks.7,layer2,0.0011464659085686172,32,0.916847012635684,0.9115498661933132,0.5767610068902632,1.8080515351178934,kmeans,root-norm,silhouette,False,True,False,0.48079510933267283,0.6909775176149962,0.9154901992114918,0.7572270591890217,0.695650073804327,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
273,0.0,kmeans,root-norm,heuristic,blocks.11,layer3,0.003915108013476657,32,0.8965556349782343,0.9381460323757902,0.9832401717635861,2.3757542280451767,graph,l2,silhouette,False,False,True,0.7271248692951091,0.48719629112311963,0.22536460132354738,0.2706413487844997,0.5723401995146797,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
272,0.0,graph,root-norm,silhouette,blocks.7,layer2,0.006331910662169134,32,0.8855624165986566,0.9268112675884517,0.8963470608010811,2.6839959006053116,graph,root-norm,heuristic,True,True,False,0.6823965024742175,0.4068660737609116,0.18170456395095563,0.7295283828843748,0.3370047415419332,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
271,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.00586225761524384,16,0.8744352063071797,0.9515267317090337,1.1230760478850101,2.3251010163274985,graph,l2,silhouette,False,True,True,0.5440642848365402,0.5784428741210147,0.37835997524661535,0.6943820454534473,0.75244138556723,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
270,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.008224404389358448,8,0.95028729846682,0.9000830670647422,1.0461836111731526,1.7514121394744102,kmeans,l2,silhouette,False,False,True,0.7161456043462786,0.4584403047067967,0.43778776608027825,0.6082890039574789,0.7206586530988967,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
269,0.0,graph,root-norm,heuristic,blocks.11,layer3,0.0036936966019129446,32,0.9096484001714863,0.9774250901911254,0.6747791885970823,1.506236796829834,graph,root-norm,silhouette,True,True,False,0.7392093410619708,0.627548431204377,0.5700403646915073,0.9513660629807396,0.17702237383983963,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
268,0.0,kmeans,root-norm,silhouette,blocks.7,layer2,0.0031049901687142233,32,0.9696659587294137,0.9076175170350248,1.07145291527491,2.267082770527276,graph,l2,silhouette,False,False,True,0.45563637873006035,0.5176420654074175,0.8691543055061067,0.6588823325777942,0.23859117489296586,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
43,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.00781418607876304,32,0.9220732809144778,0.9345288253462543,1.1684179967886958,2.928374540504162,kmeans,l2,silhouette,True,True,False,0.4944450611098802,0.6642001771547874,0.7869571947229116,0.34459177126130786,0.17971069545684404,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
42,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.008479921310752654,32,0.8686000434388415,0.91320025590771,1.0785753623514982,2.7159221959378685,kmeans,l2,silhouette,True,True,False,0.43113911482883843,0.6448784319375414,0.6485425617338161,0.28821247710910075,0.375643941390223,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
41,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.009358371997919277,32,0.8900089300546321,0.9054266638001154,1.147933476142763,2.593197079048034,kmeans,l2,silhouette,True,True,False,0.40939123116429643,0.7130886592128094,0.488904313702387,0.39573909529428225,0.24054815602386112,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
40,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.00437481401172324,32,0.8973121452417062,0.9558574763213199,0.59872960511168,1.6526355297935011,kmeans,root-norm,silhouette,False,False,True,0.5858530518394689,0.41447557650839406,0.8999063304798799,0.7566932381443459,0.9718970322659396,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
39,0.0,graph,root-norm,heuristic,blocks.7,layer2,0.0075519037558874555,16,0.9089896288551147,0.9736584891977647,1.0849891867388601,1.9670745489078343,graph,l2,silhouette,True,False,True,0.715340761707986,0.4562967002931649,0.5534981211953176,0.5188105855765319,0.31923250269742065,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
38,0.0,kmeans,l2,heuristic,blocks.7,layer2,0.003755464238555679,32,0.8556676760074515,0.9655408729739812,0.8118842237380574,1.8733024634637774,graph,root-norm,heuristic,False,True,False,0.5654797621426682,0.6181757178569366,0.6303139315522098,0.9281577610070836,0.43712640419054516,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
37,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.0016523164594726594,8,0.93526059356016,0.9400106043970266,0.7364962907010784,2.5521637143375724,kmeans,root-norm,silhouette,False,True,True,0.6869919119239081,0.5661659581205121,0.7276077386334825,0.7189026318252281,0.5222927576499475,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
36,0.0,kmeans,l2,silhouette,blocks.11,layer2,0.00606506384740207,32,0.8772968051475932,0.9462589631887266,0.6140366348143584,2.677729071446009,graph,l2,silhouette,True,True,False,0.609344363546126,0.6789985639799048,0.9951269040153337,0.8419643004396749,0.6280185320296942,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
35,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.008007342322520957,8,0.91931291306887,0.9176485653735088,0.7929130001958733,2.3428717696535246,graph,l2,silhouette,True,True,False,0.6548775999680752,0.6586097369180391,0.39346893118907156,0.44097899303432414,0.14210054681599815,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
34,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.008823707731841948,16,0.9008469192549798,0.9617515575918731,0.6509132617153964,2.451035264295303,kmeans,root-norm,heuristic,True,True,True,0.7341474231133532,0.5551217705980335,0.8841127458921574,0.06165782710661982,0.05264395394226361,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
33,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.006545415731428621,8,0.8869986115499621,0.9083910293073832,0.5723616371249174,2.069619872662991,graph,root-norm,silhouette,True,True,False,0.679912109631407,0.6435024736138409,0.799340477099503,0.17376811028679834,0.21095137776475348,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
32,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.008332576601728774,8,0.8657834420274302,0.9726594863001198,0.7298712438966105,2.189607876803601,graph,root-norm,silhouette,True,True,True,0.711040712296515,0.5989547375940876,0.6742468762766903,0.347779159505648,0.26127755978478007,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
31,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.006926993953261679,8,0.8934515357014697,0.9491177514653046,0.7811384400582237,2.650341756560423,graph,root-norm,silhouette,True,True,True,0.7275214734926734,0.6941743824324262,0.9570609310366726,0.22420779140959307,0.009543087798349895,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
30,0.0,graph,root-norm,heuristic,blocks.11,layer3,0.005928417514927751,8,0.8910490311748621,0.9549295240920108,0.7136212518104756,2.6613845251331347,graph,l2,silhouette,False,True,True,0.6899262552231805,0.5826472525103791,0.8402716972884539,0.131477124099376,0.06396715605144188,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
29,0.0,kmeans,l2,silhouette,blocks.11,layer2,0.006479750803286755,8,0.9116571424968938,0.9355720415449836,1.096669830390471,2.495927010486756,graph,root-norm,silhouette,True,True,True,0.4362172209627861,0.6128526406210627,0.10553875043718869,0.2657214310950683,0.18567083074146107,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
28,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.0048766801298862844,16,0.8929922901440195,0.9442703089698118,0.9383049467331576,2.8967488491021904,graph,root-norm,silhouette,True,False,False,0.6428788968324748,0.42501877474196625,0.27067048110502223,0.3852729040143286,0.33490538359237704,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
59,0.0,graph,root-norm,silhouette,blocks.11,layer2,0.009081058621306457,16,0.9108997355502322,0.9529473996547786,0.7661088687324921,2.286641511663626,graph,l2,silhouette,False,True,True,0.673404902791381,0.40112080973595976,0.8351255316976034,0.2330643371227138,0.8717452788720494,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
58,0.0,kmeans,l2,heuristic,blocks.11,layer3,0.002576929831798987,32,0.8887813440894778,0.9582152654581841,0.6212699018270257,2.0978300801935936,graph,l2,silhouette,True,False,True,0.696273972738826,0.7062716429204271,0.43526374355425845,0.4951459543781409,0.23895288709167625,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
57,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.006773060858935909,8,0.9496532626488702,0.9472019048470145,0.6972147371833973,2.422479737525053,graph,root-norm,heuristic,False,True,False,0.6256507320948766,0.4096452328316458,0.2992137849448474,0.43223210827322633,0.16449692283513798,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
56,0.0,kmeans,root-norm,heuristic,blocks.11,layer2,0.007330673286626035,32,0.8813894882125627,0.9764104886519224,0.8924748448392057,2.198659851935561,graph,l2,silhouette,True,True,True,0.4229177433789598,0.6871209072050891,0.17478947133747008,0.8930508768235351,0.10163461815741233,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
55,0.0,graph,root-norm,heuristic,blocks.11,layer2,0.00827027423730578,32,0.928735487204429,0.9694204121201169,1.037634681241376,1.9095136198245752,graph,l2,silhouette,False,False,False,0.47562798143172613,0.5093401752520071,0.5506153628831172,0.17513464693079406,0.5745685271551572,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
54,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.003292626104482789,16,0.9059583719819048,0.9426574042364848,0.7688317791492009,2.8488527194595283,graph,l2,heuristic,False,True,True,0.4474772976861647,0.668831016998756,0.48095956480979335,0.5369706059427504,0.37034520951793015,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
53,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.008794076818273495,16,0.9570405533397588,0.9529409395541685,0.8288233315927543,1.9834406942848097,graph,l2,heuristic,False,True,False,0.5114017479337069,0.6302904608143349,0.3518925825318415,0.6206462911180824,0.21416637445268388,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
52,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.008040114868271532,16,0.8733650826627465,0.9586006298580352,0.6607173270566403,1.786052671970293,graph,l2,heuristic,False,True,False,0.7355926094111592,0.5928042495549853,0.533220510627399,0.7840427253358804,0.30266591310675955,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
51,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.009397084878855681,16,0.9717097365353542,0.9637996136942729,0.7450465706220513,2.1493852444819175,graph,l2,heuristic,False,True,False,0.5905873475703617,0.6952718650754317,0.2211635229013909,0.7231899192808344,0.39361735342529247,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
50,0.0,graph,root-norm,heuristic,blocks.7,layer3,0.007181147976609794,32,0.8867708379938832,0.9020732911809696,1.1954599276254783,2.9342077236368813,kmeans,root-norm,silhouette,False,True,False,0.6593625377632131,0.4208503898803871,0.4172829242342273,0.8533853083050995,0.4776440679140076,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
49,0.0,kmeans,root-norm,heuristic,blocks.11,layer2,0.001985281367762792,16,0.9143661673638191,0.921551053066033,0.9635550382876076,2.293305190233282,graph,l2,heuristic,False,False,True,0.7026822172859294,0.6301833073535847,0.051724074787862395,0.4853189082053711,0.7615597319149126,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
48,0.0,graph,l2,silhouette,blocks.7,layer1,0.0011639494584063182,32,0.9562535393371276,0.9503067126243248,1.116713346397571,2.3827018444479493,graph,root-norm,silhouette,True,True,False,0.531703523421716,0.6045626712077987,0.2890751713457115,0.5697032345184161,0.0030700580174760073,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
47,0.0,graph,root-norm,heuristic,blocks.11,layer3,0.00554853371207177,8,0.8612707240912917,0.9316450389879846,0.5234793349154885,2.730787637633892,graph,l2,silhouette,False,False,True,0.45833613854836475,0.49137079732882083,0.7061390255537598,0.9954742868138059,0.13798543032670477,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
46,0.0,kmeans,root-norm,heuristic,blocks.7,layer2,0.006287188508764434,32,0.8961151265040211,0.9057228499863459,0.6860126917574947,2.468476428723035,kmeans,root-norm,silhouette,False,True,False,0.4018064656704228,0.4586015426384434,0.37340587997409314,0.6822067024738643,0.10757221924691082,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
45,0.0,graph,root-norm,heuristic,blocks.11,layer2,0.008757023617242512,32,0.8779302962114617,0.9256302444151929,1.0120403498354342,2.5974493398715883,graph,l2,heuristic,True,False,False,0.7470839622652654,0.5310625997261349,0.500425520592465,0.9522161383946777,0.042247574012148764,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
44,0.0,graph,l2,silhouette,blocks.7,layer1,0.006950723762282133,32,0.9019416022966129,0.9172345927369534,0.9053087201877118,2.8212504722844227,kmeans,l2,silhouette,False,True,False,0.43352232719089673,0.7491793335320786,0.6010040665673348,0.41059097554692897,0.2846172921115737,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
75,0.0,kmeans,l2,silhouette,blocks.7,layer3,0.001918514578267766,8,0.8915173406490382,0.9422026287731251,0.5593513611333112,2.489042921045532,graph,l2,heuristic,True,True,False,0.7184992528386178,0.5364875566778956,0.4770859024306914,0.8359718640350171,0.039012911066153594,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
74,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.007938736393381147,8,0.8508113617480463,0.9220926733441663,0.718287985917676,2.4432798498036505,graph,root-norm,heuristic,True,True,False,0.41980291474799275,0.4489940120684433,0.5466991149613406,0.7740699067695613,0.7406040227059507,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
73,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.0020920287207338104,8,0.8596799968053053,0.9089389263435308,0.6337340126341013,2.68457570502462,graph,root-norm,heuristic,True,True,False,0.5759358786771798,0.6492946430145664,0.5101634174254435,0.6933220275514816,0.9208982957660918,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
72,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.0014115000967665743,8,0.8673113663102152,0.9157844867384881,0.502640235975153,2.5662694049843844,graph,root-norm,heuristic,True,True,False,0.5147960081501106,0.6402846487519863,0.3894222583754981,0.8694764403875093,0.21484641897969026,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
71,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.0015662793274320492,8,0.9221233464384663,0.9138298727002084,0.5829254029670237,2.6163673488670454,graph,root-norm,heuristic,True,True,False,0.5338572954626336,0.5590545199134334,0.4554719874493477,0.7407756871738431,0.8367320718149657,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
70,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.0042810512030948865,32,0.8855678171053675,0.950697590781129,1.1599919598872344,2.3815581271953206,kmeans,root-norm,silhouette,False,False,True,0.6618796331237062,0.6543419909028945,0.8124640433329723,0.5963853445190355,0.07807217485067221,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
69,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.005744256802081255,16,0.9162341932534023,0.9451335505837792,0.5985700927387105,1.7193621814840825,graph,l2,silhouette,True,True,False,0.6729162318261523,0.6179294399393999,0.5772446267687449,0.22662258838107635,0.5589315040368557,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
68,0.0,kmeans,l2,silhouette,blocks.11,layer2,0.005340960071812118,32,0.8949063177587294,0.9029394355554353,1.031365052798376,2.5382662379076497,graph,root-norm,silhouette,False,True,True,0.6258934942200901,0.4770295251372406,0.9997371512431847,0.3722970323306708,0.35197917794892786,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
67,0.0,kmeans,root-norm,heuristic,blocks.11,layer3,0.007028675298018097,8,0.9312187654046773,0.9386661198549788,1.1315082160982253,1.9239404954658503,graph,l2,heuristic,True,True,False,0.7490026035688948,0.6053400009234843,0.6670831759843204,0.13016316623978186,0.6722433038735048,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
